age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
23,61,70,58.0,34.0,45.0,48.0,60.0,67.0,CB,Korea Republic,325000.0
20,61,72,72.0,54.0,49.0,63.0,29.0,56.0,RM,Korea Republic,425000.0
20,61,73,69.0,38.0,60.0,66.0,49.0,46.0,CM,Argentina,450000.0
30,61,61,64.0,35.0,56.0,57.0,58.0,65.0,"LB, RB",Sweden,180000.0
28,61,61,63.0,66.0,51.0,61.0,30.0,71.0,"CF, ST",Japan,250000.0
19,61,72,55.0,57.0,47.0,61.0,35.0,64.0,ST,Germany,425000.0
19,61,82,88.0,48.0,53.0,60.0,31.0,65.0,RM,Poland,600000.0
22,61,70,71.0,52.0,54.0,61.0,57.0,63.0,RB,Mexico,325000.0
19,61,76,84.0,58.0,42.0,61.0,21.0,60.0,"ST, LW, RW",Germany,550000.0
19,61,75,60.0,31.0,44.0,45.0,60.0,68.0,CB,Germany,500000.0
21,61,71,71.0,54.0,55.0,65.0,33.0,50.0,RM,Georgia,400000.0
25,61,65,62.0,60.0,46.0,63.0,20.0,61.0,ST,Brazil,325000.0
20,61,67,67.0,32.0,49.0,61.0,61.0,58.0,RB,France,300000.0
19,61,73,86.0,56.0,43.0,57.0,20.0,53.0,ST,Nigeria,450000.0
23,61,68,57.0,36.0,56.0,53.0,62.0,62.0,"CM, CDM",Korea Republic,350000.0
20,61,70,76.0,42.0,48.0,58.0,56.0,65.0,"LB, LM",Argentina,325000.0
19,61,75,58.0,28.0,33.0,37.0,61.0,72.0,CB,Argentina,500000.0
19,61,76,66.0,45.0,58.0,60.0,51.0,71.0,CM,Colombia,525000.0
20,61,71,66.0,56.0,58.0,64.0,27.0,38.0,RW,Italy,400000.0
18,61,79,65.0,58.0,41.0,58.0,24.0,65.0,ST,Argentina,525000.0
18,61,76,78.0,59.0,52.0,63.0,26.0,60.0,"RM, ST",Argentina,525000.0
21,61,73,76.0,51.0,55.0,63.0,25.0,43.0,"LM, RM",Colombia,450000.0
21,61,69,76.0,59.0,51.0,62.0,22.0,52.0,"ST, LM",Belgium,375000.0
19,61,77,64.0,52.0,60.0,59.0,54.0,59.0,CM,Argentina,525000.0
21,61,70,65.0,49.0,57.0,58.0,58.0,65.0,CDM,Brazil,325000.0
21,61,71,59.0,42.0,59.0,56.0,62.0,60.0,CDM,France,350000.0
22,61,66,69.0,43.0,54.0,59.0,57.0,63.0,"LB, RB",Germany,275000.0
19,61,70,66.0,35.0,44.0,63.0,60.0,55.0,RB,Portugal,325000.0
25,61,64,68.0,39.0,57.0,60.0,59.0,75.0,CM,Congo DR,300000.0
28,61,61,60.0,49.0,53.0,57.0,59.0,67.0,"CDM, CM",Saudi Arabia,200000.0
25,61,65,69.0,58.0,44.0,54.0,27.0,70.0,ST,France,325000.0
24,61,66,54.0,29.0,42.0,41.0,59.0,68.0,CB,Serbia,275000.0
20,61,72,70.0,39.0,53.0,54.0,57.0,66.0,CB,Germany,375000.0
21,61,68,74.0,59.0,50.0,63.0,21.0,53.0,ST,South Africa,350000.0
18,61,73,67.0,50.0,62.0,62.0,42.0,50.0,CAM,France,425000.0
20,61,75,57.0,24.0,44.0,49.0,60.0,64.0,CB,Denmark,500000.0
20,61,75,66.0,43.0,63.0,68.0,49.0,52.0,"CM, CAM",Germany,550000.0
24,61,66,65.0,43.0,58.0,61.0,58.0,65.0,"CM, CDM",Germany,325000.0
27,61,61,60.0,34.0,52.0,51.0,61.0,64.0,LB,Poland,210000.0
19,61,74,62.0,25.0,44.0,45.0,60.0,68.0,CB,Belgium,425000.0
20,61,72,41.0,28.0,36.0,36.0,59.0,69.0,CB,Luxembourg,375000.0
24,61,67,62.0,53.0,60.0,56.0,55.0,63.0,"CM, CDM",Switzerland,350000.0
21,61,71,72.0,64.0,61.0,63.0,49.0,63.0,CM,Albania,400000.0
20,61,70,74.0,30.0,44.0,51.0,64.0,57.0,RB,Netherlands,325000.0
22,61,70,61.0,56.0,55.0,60.0,58.0,74.0,CM,Saudi Arabia,375000.0
21,61,70,86.0,22.0,45.0,58.0,55.0,63.0,LB,Poland,325000.0
19,61,73,66.0,25.0,51.0,51.0,60.0,61.0,CB,Belgium,375000.0
19,61,70,67.0,59.0,55.0,63.0,30.0,49.0,"RW, CAM",Mexico,375000.0
18,61,78,65.0,42.0,59.0,67.0,36.0,38.0,CAM,Germany,525000.0
22,61,67,70.0,40.0,61.0,61.0,40.0,58.0,LM,Italy,350000.0
23,61,67,73.0,48.0,57.0,63.0,50.0,58.0,RM,France,350000.0
21,61,70,78.0,56.0,48.0,61.0,20.0,57.0,"ST, LW",Portugal,400000.0
20,61,70,65.0,50.0,62.0,67.0,40.0,39.0,RM,Spain,400000.0
23,61,71,88.0,55.0,49.0,62.0,27.0,53.0,"LW, RW",Norway,400000.0
26,61,65,52.0,28.0,29.0,35.0,61.0,69.0,CB,Serbia,275000.0
26,61,62,75.0,38.0,55.0,60.0,58.0,58.0,"RB, RM",Austria,240000.0
24,61,65,60.0,43.0,54.0,62.0,58.0,62.0,"CDM, CM",Korea Republic,275000.0
22,61,70,66.0,33.0,42.0,58.0,61.0,57.0,"LB, LM",Korea Republic,325000.0
24,61,63,73.0,58.0,55.0,62.0,29.0,45.0,"LM, LW, RM",Argentina,300000.0
20,61,71,73.0,52.0,59.0,59.0,41.0,60.0,"CM, CAM",England,400000.0
19,61,76,59.0,42.0,60.0,66.0,46.0,48.0,"CM, LB",Germany,525000.0
32,61,61,70.0,51.0,59.0,68.0,34.0,45.0,"CAM, RW",Saudi Arabia,200000.0
33,61,61,73.0,51.0,59.0,63.0,56.0,46.0,"RWB, RB, RM",Saudi Arabia,100000.0
22,61,68,61.0,30.0,46.0,41.0,59.0,69.0,CB,Brazil,300000.0
25,61,62,64.0,56.0,64.0,60.0,47.0,64.0,"RM, LM",Russia,300000.0
19,61,78,84.0,54.0,53.0,67.0,37.0,39.0,"RM, LM, CM",Argentina,550000.0
26,61,62,60.0,60.0,50.0,57.0,27.0,55.0,ST,England,300000.0
24,61,67,73.0,60.0,42.0,60.0,23.0,50.0,ST,Uruguay,350000.0
25,61,63,59.0,56.0,61.0,60.0,32.0,45.0,RM,Argentina,300000.0
21,61,72,61.0,33.0,36.0,43.0,59.0,71.0,CB,Guinea,375000.0
19,61,73,74.0,56.0,54.0,65.0,29.0,59.0,"LM, CAM",Argentina,425000.0
20,61,75,57.0,29.0,44.0,46.0,61.0,63.0,CB,Brazil,500000.0
18,61,77,78.0,61.0,54.0,65.0,19.0,45.0,"ST, RM",Spain,525000.0
21,61,70,59.0,37.0,46.0,54.0,66.0,64.0,LB,Nigeria,325000.0
19,61,74,78.0,56.0,49.0,58.0,22.0,62.0,ST,Belgium,475000.0
19,61,77,80.0,59.0,43.0,63.0,20.0,45.0,ST,Argentina,550000.0
21,61,73,63.0,27.0,48.0,61.0,58.0,60.0,RB,Spain,400000.0
20,61,73,74.0,60.0,43.0,58.0,21.0,58.0,ST,Germany,450000.0
22,61,69,52.0,30.0,36.0,36.0,64.0,61.0,"CB, CDM",Spain,325000.0
20,61,76,54.0,42.0,58.0,58.0,58.0,61.0,CDM,Senegal,500000.0
19,61,75,78.0,52.0,55.0,67.0,21.0,45.0,"RW, LW",Belgium,550000.0
23,61,69,53.0,65.0,45.0,55.0,24.0,44.0,ST,France,375000.0
20,61,71,66.0,42.0,59.0,66.0,54.0,49.0,"CM, CDM",Saudi Arabia,400000.0
19,61,74,68.0,51.0,57.0,64.0,22.0,55.0,LM,Germany,475000.0
18,61,75,68.0,47.0,59.0,65.0,47.0,59.0,CM,Japan,525000.0
17,61,76,68.0,51.0,61.0,64.0,42.0,46.0,CAM,Cape Verde Islands,500000.0
19,61,78,54.0,62.0,35.0,50.0,24.0,70.0,ST,Colombia,550000.0
23,61,68,76.0,35.0,58.0,68.0,45.0,53.0,LM,Colombia,350000.0
29,61,61,57.0,26.0,41.0,47.0,61.0,66.0,CB,Colombia,200000.0
27,61,61,68.0,35.0,50.0,57.0,63.0,59.0,RB,United States,210000.0
21,61,70,57.0,44.0,62.0,62.0,44.0,51.0,"CAM, RM",Spain,400000.0
18,61,81,75.0,61.0,54.0,64.0,28.0,54.0,"CAM, CF, ST, RW",Austria,525000.0
21,61,71,57.0,26.0,40.0,35.0,65.0,57.0,"CB, LB",Turkey,350000.0
25,61,64,65.0,54.0,59.0,62.0,45.0,63.0,"RM, CM",Sweden,325000.0
19,61,75,59.0,49.0,60.0,64.0,41.0,56.0,CAM,Sweden,550000.0
22,61,67,76.0,61.0,55.0,63.0,30.0,52.0,"ST, RM",Brazil,350000.0
21,61,75,88.0,44.0,52.0,61.0,54.0,58.0,"LB, LM",England,500000.0
22,61,67,72.0,58.0,53.0,64.0,29.0,52.0,"LW, RW, CF",Italy,350000.0
21,61,65,71.0,52.0,54.0,66.0,33.0,48.0,"LM, RM",United States,325000.0
20,61,77,73.0,60.0,49.0,61.0,23.0,65.0,ST,United States,550000.0
23,61,67,62.0,31.0,44.0,46.0,59.0,73.0,"CB, LB",United States,300000.0
20,61,73,58.0,58.0,63.0,63.0,45.0,56.0,"CM, CAM, ST",England,450000.0
19,61,74,66.0,30.0,46.0,45.0,59.0,66.0,CB,Belgium,425000.0
29,61,61,57.0,59.0,48.0,57.0,27.0,69.0,ST,Sweden,250000.0
19,61,73,74.0,50.0,52.0,65.0,31.0,52.0,RM,Sweden,425000.0
18,61,78,69.0,50.0,57.0,66.0,39.0,55.0,"CAM, LW, CF",United States,525000.0
23,61,68,82.0,54.0,55.0,61.0,26.0,55.0,"RW, LW, ST",Japan,350000.0
20,61,71,66.0,39.0,47.0,55.0,61.0,71.0,CDM,United States,350000.0
21,61,68,77.0,58.0,41.0,57.0,28.0,71.0,ST,Japan,350000.0
21,61,70,66.0,31.0,48.0,60.0,58.0,48.0,LB,Germany,325000.0
18,61,76,80.0,56.0,45.0,66.0,21.0,54.0,ST,Belgium,525000.0
17,61,77,64.0,58.0,57.0,63.0,52.0,56.0,CM,Turkey,500000.0
23,61,70,71.0,51.0,57.0,60.0,48.0,51.0,"LM, RB",Colombia,400000.0
21,61,70,68.0,59.0,48.0,59.0,21.0,61.0,ST,South Africa,400000.0
18,61,80,73.0,24.0,35.0,41.0,60.0,69.0,CB,France,475000.0
19,61,70,66.0,34.0,34.0,45.0,63.0,59.0,CB,Nigeria,325000.0
24,61,65,67.0,61.0,61.0,57.0,47.0,50.0,CAM,Japan,325000.0
22,61,72,66.0,37.0,56.0,53.0,51.0,72.0,CDM,Korea Republic,375000.0
31,61,61,75.0,46.0,51.0,65.0,25.0,44.0,RM,Japan,220000.0
19,61,72,67.0,57.0,61.0,60.0,53.0,57.0,CM,Argentina,425000.0
19,61,78,61.0,52.0,65.0,66.0,48.0,39.0,CM,England,525000.0
22,61,65,70.0,43.0,50.0,61.0,58.0,65.0,"RB, RWB",United States,275000.0
20,61,72,69.0,27.0,44.0,58.0,59.0,61.0,LB,Spain,375000.0
18,61,77,66.0,60.0,48.0,60.0,20.0,55.0,"ST, LW",Netherlands,525000.0
19,61,75,74.0,54.0,58.0,62.0,43.0,54.0,CAM,Argentina,550000.0
17,61,80,76.0,32.0,45.0,62.0,59.0,63.0,LB,Netherlands,450000.0
20,61,70,69.0,32.0,43.0,57.0,59.0,60.0,"RB, RWB",Argentina,325000.0
19,61,71,65.0,23.0,48.0,43.0,60.0,66.0,CB,Sweden,350000.0
21,61,70,62.0,53.0,60.0,61.0,40.0,45.0,"LM, CM",Spain,400000.0
20,61,72,87.0,47.0,51.0,67.0,26.0,35.0,RM,Saudi Arabia,425000.0
22,61,70,59.0,34.0,36.0,38.0,64.0,59.0,"CB, CDM",Spain,325000.0
18,61,80,68.0,42.0,46.0,61.0,61.0,59.0,RB,England,450000.0
20,61,70,84.0,49.0,55.0,65.0,31.0,61.0,CAM,South Africa,400000.0
22,61,68,72.0,50.0,54.0,59.0,50.0,63.0,CM,Korea Republic,350000.0
22,61,69,66.0,31.0,46.0,42.0,60.0,67.0,CB,Germany,325000.0
19,61,74,60.0,39.0,58.0,58.0,58.0,65.0,CM,Spain,475000.0
19,61,78,63.0,59.0,58.0,63.0,52.0,64.0,"CM, CDM",Mali,525000.0
20,61,71,67.0,44.0,62.0,64.0,35.0,57.0,"CM, CDM, CAM",Saudi Arabia,400000.0
31,61,61,62.0,59.0,49.0,55.0,29.0,65.0,"ST, RM",Germany,230000.0
22,61,69,54.0,22.0,39.0,38.0,58.0,71.0,"CB, RB",Germany,325000.0
24,61,69,68.0,28.0,46.0,53.0,60.0,68.0,"CB, LB, CDM",England,325000.0
19,61,77,66.0,60.0,47.0,58.0,23.0,58.0,ST,United States,550000.0
20,61,73,66.0,58.0,59.0,59.0,29.0,51.0,CAM,Germany,450000.0
20,61,70,69.0,48.0,55.0,60.0,53.0,69.0,"LM, LB",Germany,400000.0
20,61,72,84.0,59.0,53.0,64.0,20.0,47.0,"ST, RM",Germany,450000.0
19,61,75,66.0,62.0,40.0,56.0,25.0,67.0,ST,Bosnia and Herzegovina,550000.0
21,61,71,75.0,39.0,58.0,61.0,57.0,58.0,"LB, LM",Turkey,350000.0
21,61,68,86.0,49.0,54.0,61.0,26.0,53.0,LM,Germany,350000.0
17,61,84,59.0,48.0,59.0,59.0,53.0,49.0,CM,England,550000.0
25,61,64,75.0,27.0,42.0,57.0,56.0,62.0,"LB, RB",Germany,250000.0
17,61,76,64.0,29.0,45.0,49.0,60.0,61.0,"CB, LB",Germany,450000.0
29,61,61,56.0,34.0,49.0,57.0,62.0,53.0,RB,Guyana,190000.0
22,61,67,71.0,35.0,50.0,54.0,58.0,71.0,LB,Germany,300000.0
23,61,68,58.0,26.0,38.0,37.0,61.0,65.0,CB,Austria,300000.0
24,61,68,59.0,38.0,53.0,58.0,60.0,57.0,RB,France,300000.0
23,61,67,54.0,37.0,38.0,43.0,60.0,67.0,CB,Germany,300000.0
23,61,66,59.0,58.0,45.0,56.0,28.0,68.0,ST,Germany,350000.0
28,61,62,56.0,23.0,40.0,42.0,57.0,72.0,CB,Denmark,230000.0
22,61,67,72.0,56.0,59.0,62.0,29.0,55.0,"LW, LB",Germany,350000.0
23,61,66,57.0,40.0,47.0,48.0,61.0,75.0,"CDM, CB",Germany,275000.0
21,61,71,55.0,65.0,41.0,55.0,22.0,54.0,ST,Switzerland,400000.0
28,61,61,59.0,51.0,62.0,65.0,40.0,49.0,CAM,France,250000.0
24,61,68,64.0,23.0,40.0,44.0,59.0,69.0,"CB, LB, CDM",Argentina,300000.0
20,61,71,58.0,33.0,39.0,45.0,64.0,51.0,CB,France,350000.0
22,61,67,61.0,63.0,39.0,47.0,27.0,71.0,ST,Congo,350000.0
19,61,74,73.0,49.0,54.0,66.0,29.0,46.0,LM,Morocco,475000.0
17,61,79,70.0,39.0,58.0,60.0,58.0,57.0,CDM,United States,450000.0
22,61,68,62.0,47.0,61.0,60.0,59.0,67.0,"CM, CAM, LW",Spain,350000.0
19,61,73,70.0,59.0,57.0,62.0,44.0,53.0,CAM,Zambia,425000.0
18,61,80,64.0,49.0,58.0,61.0,51.0,50.0,CM,England,525000.0
19,61,73,76.0,45.0,62.0,65.0,44.0,46.0,"CAM, LM",Netherlands,425000.0
20,61,71,83.0,48.0,56.0,62.0,34.0,43.0,RM,Scotland,400000.0
21,61,71,82.0,48.0,52.0,67.0,28.0,45.0,RM,Austria,400000.0
20,61,70,93.0,46.0,47.0,68.0,47.0,60.0,"LM, RM",Germany,400000.0
31,61,61,63.0,24.0,39.0,38.0,61.0,61.0,"CB, CDM",Germany,170000.0
24,61,62,71.0,58.0,56.0,61.0,30.0,56.0,"LM, RM",France,300000.0
22,61,70,57.0,41.0,57.0,57.0,58.0,52.0,"CDM, CB, LB",Turkey,325000.0
27,61,63,55.0,28.0,43.0,37.0,62.0,60.0,CB,Italy,250000.0
21,61,69,69.0,54.0,57.0,62.0,30.0,52.0,LM,Argentina,375000.0
17,61,76,69.0,51.0,64.0,60.0,35.0,53.0,CAM,Netherlands,500000.0
19,61,77,73.0,60.0,57.0,65.0,29.0,47.0,LW,Mexico,550000.0
18,61,78,63.0,52.0,62.0,62.0,51.0,49.0,CM,Italy,525000.0
20,61,75,66.0,40.0,57.0,64.0,60.0,64.0,"CM, CDM",Mexico,550000.0
25,61,65,62.0,24.0,36.0,36.0,60.0,59.0,CB,Kuwait,275000.0
28,61,61,74.0,62.0,51.0,64.0,29.0,58.0,RW,Italy,250000.0
21,61,74,72.0,56.0,58.0,62.0,25.0,53.0,LW,Japan,475000.0
17,61,84,71.0,60.0,68.0,68.0,44.0,45.0,CM,France,550000.0
22,61,68,78.0,62.0,53.0,64.0,23.0,50.0,"LM, RM",Georgia,350000.0
19,61,73,58.0,30.0,35.0,39.0,61.0,67.0,CB,Italy,375000.0
19,61,74,69.0,33.0,39.0,61.0,63.0,59.0,"RB, CB",Nigeria,425000.0
18,61,79,68.0,52.0,56.0,64.0,34.0,49.0,CAM,Argentina,525000.0
21,61,70,59.0,26.0,40.0,41.0,62.0,60.0,CB,Mexico,325000.0
21,61,71,64.0,53.0,61.0,62.0,35.0,48.0,CAM,France,400000.0
20,61,70,53.0,35.0,52.0,54.0,58.0,66.0,CDM,Qatar,350000.0
25,61,66,71.0,63.0,60.0,57.0,34.0,54.0,"CAM, ST, LM",England,325000.0
25,61,64,63.0,61.0,58.0,60.0,54.0,59.0,"CAM, CDM",Russia,325000.0
21,61,71,62.0,51.0,50.0,54.0,55.0,75.0,CDM,Germany,350000.0
19,61,76,72.0,55.0,60.0,67.0,56.0,45.0,CM,Mexico,525000.0
24,61,66,66.0,56.0,59.0,61.0,55.0,60.0,CDM,Germany,275000.0
22,61,71,54.0,46.0,45.0,46.0,60.0,69.0,"CB, RB",Uruguay,350000.0
17,61,83,65.0,61.0,53.0,72.0,23.0,38.0,ST,Germany,550000.0
20,61,73,70.0,43.0,54.0,56.0,60.0,63.0,"CB, CDM",Spain,400000.0
18,61,81,55.0,31.0,35.0,36.0,63.0,65.0,CB,Bulgaria,475000.0
20,61,72,69.0,56.0,57.0,66.0,24.0,41.0,"RW, LW",France,425000.0
17,61,76,69.0,51.0,65.0,65.0,45.0,43.0,"CAM, CM",Turkey,500000.0
21,61,71,56.0,25.0,38.0,36.0,62.0,66.0,CB,Brazil,350000.0
25,61,64,61.0,35.0,41.0,47.0,60.0,66.0,CB,Italy,275000.0
22,61,66,71.0,52.0,58.0,58.0,60.0,65.0,CDM,Slovenia,275000.0
21,61,70,64.0,47.0,60.0,60.0,51.0,54.0,CM,Italy,375000.0
18,61,77,61.0,30.0,36.0,37.0,62.0,64.0,CB,Mexico,475000.0
17,61,79,72.0,64.0,51.0,62.0,29.0,42.0,"RW, ST",Russia,500000.0
22,61,71,55.0,66.0,44.0,56.0,23.0,59.0,ST,Russia,400000.0
20,61,69,72.0,59.0,47.0,62.0,23.0,55.0,ST,Netherlands,375000.0
21,61,69,69.0,56.0,57.0,64.0,29.0,47.0,LM,Spain,375000.0
17,61,76,64.0,33.0,36.0,48.0,64.0,58.0,CB,Italy,450000.0
29,61,61,78.0,59.0,44.0,60.0,25.0,65.0,ST,Saudi Arabia,250000.0
26,61,63,66.0,48.0,65.0,56.0,44.0,66.0,CAM,Argentina,300000.0
20,61,70,53.0,55.0,64.0,64.0,45.0,59.0,"CM, CAM",Germany,375000.0
23,61,69,68.0,52.0,62.0,64.0,32.0,45.0,CAM,Argentina,375000.0
20,61,70,56.0,63.0,47.0,58.0,31.0,59.0,ST,France,400000.0
18,61,81,61.0,47.0,62.0,62.0,45.0,42.0,"CAM, LM",Argentina,525000.0
22,61,69,87.0,55.0,47.0,63.0,26.0,48.0,"RW, ST, LW",Senegal,375000.0
19,61,73,82.0,45.0,56.0,63.0,58.0,64.0,CDM,Nigeria,375000.0
22,61,71,69.0,53.0,65.0,64.0,42.0,44.0,"RW, CF",Argentina,400000.0
23,61,66,52.0,62.0,48.0,57.0,21.0,58.0,ST,Italy,350000.0
18,61,76,65.0,54.0,64.0,68.0,39.0,44.0,CM,Netherlands,525000.0
19,61,74,64.0,45.0,57.0,63.0,52.0,56.0,CM,Morocco,475000.0
16,61,80,67.0,46.0,62.0,68.0,24.0,37.0,CAM,Italy,500000.0
21,61,70,70.0,61.0,45.0,58.0,24.0,48.0,"ST, CAM, RM",Uruguay,400000.0
21,61,69,76.0,60.0,54.0,64.0,31.0,51.0,"RW, ST",Argentina,375000.0
18,61,77,80.0,31.0,33.0,40.0,60.0,65.0,"CB, LB",Cameroon,475000.0
20,61,71,82.0,63.0,43.0,58.0,20.0,53.0,ST,Côte d'Ivoire,425000.0
19,61,75,79.0,55.0,54.0,67.0,31.0,47.0,LW,Netherlands,550000.0
18,61,78,57.0,63.0,47.0,56.0,26.0,53.0,ST,Italy,525000.0
20,61,72,63.0,54.0,57.0,60.0,53.0,54.0,CM,Spain,425000.0
21,61,70,57.0,64.0,46.0,60.0,25.0,51.0,ST,Paraguay,400000.0
19,61,75,70.0,52.0,62.0,61.0,61.0,64.0,"CM, CAM",France,525000.0
19,61,74,67.0,46.0,60.0,60.0,52.0,60.0,"CM, CB",Spain,475000.0
20,61,72,77.0,55.0,49.0,62.0,20.0,60.0,ST,Nigeria,450000.0
17,61,73,63.0,34.0,36.0,43.0,60.0,68.0,CB,Argentina,350000.0
20,61,71,64.0,33.0,36.0,44.0,61.0,65.0,CB,Argentina,350000.0
20,61,75,62.0,30.0,34.0,38.0,64.0,61.0,CB,Croatia,500000.0
20,61,78,67.0,43.0,58.0,65.0,31.0,48.0,CAM,Colombia,550000.0
22,61,69,66.0,57.0,54.0,66.0,28.0,43.0,LW,Italy,375000.0
37,60,60,55.0,56.0,61.0,58.0,49.0,57.0,"CM, CDM, RM",Japan,50000.0
38,60,60,51.0,44.0,54.0,58.0,56.0,74.0,CM,England,50000.0
33,60,60,60.0,49.0,57.0,59.0,59.0,64.0,CM,England,120000.0
33,60,60,67.0,51.0,56.0,58.0,64.0,73.0,"CM, CDM",Jamaica,120000.0
32,60,60,49.0,62.0,48.0,56.0,27.0,72.0,ST,Northern Ireland,170000.0
36,60,60,65.0,54.0,59.0,59.0,35.0,65.0,"ST, RM, RW, LW",England,70000.0
34,60,60,49.0,53.0,61.0,55.0,60.0,64.0,"CM, LB",England,100000.0
33,60,60,50.0,57.0,59.0,55.0,31.0,71.0,ST,England,130000.0
33,60,60,61.0,21.0,54.0,55.0,58.0,65.0,RB,England,80000.0
28,60,60,67.0,38.0,51.0,54.0,57.0,66.0,"RB, LB",Republic of Ireland,160000.0
30,60,60,79.0,56.0,56.0,61.0,23.0,67.0,"LW, LM",Republic of Ireland,200000.0
33,60,60,48.0,61.0,57.0,62.0,51.0,51.0,CM,Spain,120000.0
30,60,60,61.0,48.0,55.0,55.0,58.0,64.0,"RB, LB",England,150000.0
29,60,60,70.0,45.0,56.0,57.0,59.0,72.0,"CM, CDM",England,200000.0
28,60,60,59.0,63.0,36.0,55.0,19.0,77.0,ST,Japan,210000.0
38,60,60,33.0,51.0,63.0,65.0,52.0,55.0,"RM, RB, LM",Japan,60000.0
30,60,60,65.0,58.0,43.0,60.0,22.0,63.0,ST,France,200000.0
33,60,60,56.0,54.0,57.0,58.0,62.0,67.0,CM,Mexico,120000.0
26,60,60,62.0,36.0,54.0,55.0,56.0,69.0,"CB, RB",England,180000.0
30,60,60,67.0,60.0,60.0,61.0,54.0,66.0,"CDM, CM, CAM",England,150000.0
27,60,60,60.0,39.0,56.0,58.0,56.0,77.0,"CM, RB",Austria,210000.0
28,60,60,66.0,58.0,56.0,58.0,26.0,64.0,"ST, RM, CAM",Northern Ireland,210000.0
34,60,60,68.0,32.0,53.0,57.0,58.0,60.0,RB,England,60000.0
28,60,60,71.0,49.0,50.0,50.0,57.0,71.0,RB,Australia,160000.0
26,60,61,67.0,42.0,61.0,58.0,53.0,69.0,"CM, CB",England,240000.0
27,60,61,77.0,47.0,50.0,63.0,55.0,47.0,RB,England,190000.0
27,60,60,74.0,32.0,40.0,48.0,60.0,76.0,"RB, CB",England,170000.0
26,60,60,75.0,57.0,59.0,63.0,32.0,48.0,"CAM, RM, CM",Republic of Ireland,220000.0
27,60,60,66.0,23.0,42.0,37.0,62.0,70.0,"LB, RB, CB",Italy,170000.0
28,60,60,79.0,51.0,56.0,57.0,52.0,74.0,CM,Republic of Ireland,210000.0
27,60,60,75.0,39.0,49.0,57.0,55.0,64.0,RB,Scotland,170000.0
26,60,61,65.0,36.0,50.0,49.0,58.0,66.0,"CB, LB, RB",England,200000.0
31,60,60,48.0,23.0,36.0,34.0,58.0,70.0,CB,Poland,140000.0
32,60,60,50.0,55.0,61.0,63.0,34.0,59.0,"RM, CDM",Japan,160000.0
27,60,60,69.0,59.0,59.0,57.0,41.0,66.0,"RW, LW, ST, LM",Switzerland,220000.0
26,60,61,74.0,44.0,51.0,62.0,52.0,61.0,"LM, CB",Switzerland,240000.0
35,60,60,43.0,55.0,65.0,65.0,42.0,53.0,"LM, CF",Korea DPR,90000.0
25,60,63,81.0,56.0,49.0,65.0,26.0,49.0,ST,Republic of Ireland,275000.0
26,60,62,47.0,58.0,41.0,51.0,24.0,71.0,ST,France,250000.0
26,60,62,70.0,60.0,61.0,62.0,55.0,70.0,"CM, CAM, CDM",England,250000.0
26,60,63,90.0,52.0,57.0,60.0,34.0,62.0,"ST, RM",Antigua and Barbuda,250000.0
25,60,62,68.0,59.0,39.0,54.0,25.0,76.0,ST,England,250000.0
25,60,62,57.0,59.0,45.0,49.0,23.0,68.0,"ST, RW",Austria,250000.0
26,60,61,82.0,48.0,53.0,64.0,31.0,45.0,"LM, LWB",England,240000.0
27,60,61,84.0,57.0,54.0,61.0,37.0,54.0,"ST, LM",Republic of Ireland,240000.0
26,60,61,68.0,56.0,58.0,60.0,49.0,50.0,"CAM, LM",Republic of Ireland,240000.0
28,60,60,54.0,59.0,48.0,59.0,25.0,63.0,ST,Republic of Ireland,210000.0
28,60,60,67.0,58.0,57.0,61.0,46.0,73.0,"CAM, RM",Poland,210000.0
24,60,65,63.0,45.0,59.0,52.0,58.0,69.0,"CM, CDM",Switzerland,275000.0
25,60,63,70.0,36.0,55.0,54.0,57.0,67.0,RB,Wales,210000.0
25,60,65,58.0,56.0,43.0,61.0,31.0,72.0,ST,Sweden,275000.0
25,60,65,71.0,55.0,59.0,58.0,54.0,66.0,LB,Denmark,230000.0
24,60,65,80.0,58.0,41.0,59.0,26.0,69.0,ST,Netherlands,275000.0
28,60,60,62.0,62.0,50.0,61.0,37.0,63.0,ST,Korea Republic,210000.0
25,60,67,63.0,22.0,50.0,52.0,56.0,72.0,"CB, RB",Scotland,250000.0
24,60,65,78.0,33.0,52.0,64.0,53.0,65.0,LB,England,230000.0
24,60,66,58.0,54.0,55.0,58.0,56.0,68.0,CB,Sweden,240000.0
24,60,63,66.0,60.0,46.0,56.0,21.0,67.0,ST,England,275000.0
23,60,68,66.0,17.0,24.0,51.0,60.0,68.0,CB,Wales,275000.0
24,60,65,71.0,55.0,48.0,59.0,52.0,69.0,ST,Wales,275000.0
22,60,70,81.0,51.0,58.0,66.0,54.0,62.0,"CM, CDM",Ghana,325000.0
23,60,67,78.0,51.0,56.0,61.0,35.0,53.0,LM,England,300000.0
24,60,67,77.0,56.0,51.0,67.0,31.0,62.0,"CAM, CF",Denmark,300000.0
23,60,64,67.0,60.0,39.0,54.0,25.0,61.0,ST,England,275000.0
22,60,70,64.0,60.0,38.0,56.0,21.0,70.0,ST,Scotland,325000.0
28,60,60,74.0,46.0,58.0,56.0,62.0,72.0,"CM, RB",Denmark,210000.0
24,60,66,62.0,59.0,54.0,65.0,32.0,57.0,LW,Norway,275000.0
23,60,61,67.0,38.0,53.0,57.0,57.0,66.0,CDM,England,210000.0
